经度,纬度,风速,台风等级,气压,移动速度,天,小时,台风强度_台风(TY),台风强度_强台风(STY),台风强度_强热带风暴(STS),台风强度_热带低压(TD),台风强度_热带风暴(TS),台风强度_超强台风(Super TY),移动方向_东,移动方向_东北,移动方向_东南,移动方向_北,移动方向_南,移动方向_西,移动方向_西北,移动方向_西南
-0.41093003708076176,-0.5571980726961888,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.703106812489599,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4432639197744255,-0.5322814828572221,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.703106812489599,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4820645790068216,-0.40769853366238806,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.703106812489599,1.015128026502571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5079316851617529,-0.2831155844675541,0.32568645359191706,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,-1.6493878301428722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5402655678554166,-0.2208241098701371,0.8218210241164997,0.93165137545779,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,-0.7612158779277244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5725994505490803,-0.15853263527272007,1.0078714880632182,0.93165137545779,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,0.12695607428742336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6178668863202097,-0.058866275916852805,0.32568645359191706,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,1.015128026502571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6372672159364078,0.028341788519530897,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,-1.6493878301428722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6696010986300714,0.1155498529559146,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7019349813237352,0.2152162123117819,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.753669193633597,0.3397991615066159,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7666027467110627,0.46438211070144986,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7472024170948646,0.7135480090911178,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.7019349813237352,0.9627139074807858,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5402655678554166,1.1495883312730368,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.37859615438709804,1.3987542296627047,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,-1.6493878301428722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2492606236124432,1.5856286534549557,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,-0.7612158779277244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.08759121014412463,1.735128192488757,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,0.12695607428742336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.13874596871152137,1.8970860264420408,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,1.015128026502571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36508314756716737,2.108877040073259,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,-1.6493878301428722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5914203264228134,2.3331263486239595,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,-0.7612158779277244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.6907723380073796,-1.902693924000396,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,-1.6493878301428722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.6261045726200523,-1.840402449402979,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,-0.7612158779277244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.567903583771457,-1.778110974805562,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,0.12695607428742336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.509702594922862,-1.7033612052886615,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.5865195752165554,1.015128026502571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4321012764580698,-1.6535280256107279,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,-1.6493878301428722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3544999579932777,-1.6161531408522776,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,-0.7612158779277244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2704318629897513,-1.591236551013311,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,0.12695607428742336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.186363767986225,-1.5663199611743444,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,-0.4699323379435119,1.015128026502571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.1087624495214328,-1.528945076415894,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,-1.6493878301428722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0311611310566406,-1.5040284865769273,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,-0.7612158779277244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9600265891305789,-1.4417370119795103,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,0.12695607428742336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8888920472045191,-1.40436212722106,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,-0.3533451006704683,1.015128026502571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8177575052784594,-1.342070652623643,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7401561868136671,-1.279779178026226,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6560880918101407,-1.217487703428809,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5720199968066144,-1.1676545237508753,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,-0.23675786339742477,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4944186783418222,-1.092904754233975,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3974170302608311,-1.030613279636558,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3133489352573047,-0.9309469202806907,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21634728717631355,-0.8437388558443071,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.12017062612438122,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.13874596871152137,-0.719155906649473,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,-0.003583388851337659,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.06761142678546156,-0.5447397777767057,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.003583388851337659,-0.7612158779277244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.003523115140598245,-0.40769853366238806,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.003583388851337659,0.12695607428742336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.06819088052792567,-0.2208241098701371,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,-0.003583388851337659,1.015128026502571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.11992509283778835,-0.03394968607788609,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.1130038484217059,-1.6493878301428722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.15872575207018444,0.15292473771436488,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.1130038484217059,-0.7612158779277244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1651925286089168,0.35225745642609946,0.32568645359191706,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.1130038484217059,0.12695607428742336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.11992509283778835,0.5640484700573172,0.32568645359191706,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.1130038484217059,1.015128026502571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.05525732745046092,0.7135480090911178,0.32568645359191706,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.22959108569474945,-1.6493878301428722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07407820332419393,0.9502556125613022,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.22959108569474945,-0.7612158779277244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22281406371504775,1.1620466261925204,0.2016528109607714,0.42835644570138365,3.0107405915458955e-05,-0.01326779992722074,0.22959108569474945,0.12695607428742336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36508314756716737,1.386295934743221,0.01560234701405291,0.1767089808231805,3.0107405915458955e-05,-0.01326779992722074,0.22959108569474945,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.526752561035486,1.5856286534549557,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.346178322967793,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7789568460460632,1.8347945518446238,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.346178322967793,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0311611310566406,2.0715021553148083,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.346178322967793,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2898321926059502,2.258376579107059,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.346178322967793,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.5614368072327247,2.4577092978187935,-0.10843129561709275,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.4627655602408366,-1.6493878301428722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7683736564721717,2.632125426691561,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.4627655602408366,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.9882440587890853,2.8065415555643285,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,0.4627655602408366,0.12695607428742336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1951809080285343,2.9934159793565795,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,0.4627655602408366,1.015128026502571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4021177572679813,3.2052069929877978,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,-1.6493878301428722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.660788818817291,3.2052069929877978,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7901243495919457,3.329789942182632,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,0.12695607428742336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9194598803666008,3.4543728913774654,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,1.015128026502571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1222754563413635,-0.7814473812468901,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,0.12695607428742336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.1934099982674233,-0.6942393168105063,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,0.5793527975138801,1.015128026502571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.2580777636547507,-0.6070312523741226,-0.4185154021949569,-0.3265859489332258,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,-1.6493878301428722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3292123055808114,-0.5322814828572221,-0.29448175956381123,-0.07493848405502262,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,-0.7612158779277244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3874132944294055,-0.4575317133403215,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,0.12695607428742336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4585478363554663,-0.37032364890393776,-0.6045658661416754,-0.5782334138114289,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,1.015128026502571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.5232156017427936,-0.3080321743065208,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,0.8125272720599672,-1.6493878301428722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.41739681361949416,-1.3669872424626097,-1.100700436666258,-1.0815283435678351,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,-0.7612158779277244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4626642493906235,-1.3545289475431264,-1.100700436666258,-1.0815283435678351,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,0.12695607428742336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.527332014777951,-1.3171540627846763,-1.100700436666258,-1.0815283435678351,3.0107405915458955e-05,-0.01326779992722074,0.6959400347869237,1.015128026502571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.585533003626546,-1.279779178026226,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,0.8125272720599672,-1.6493878301428722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6372672159364078,-1.2299459983482923,-0.9146499727195395,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,0.8125272720599672,-0.7612158779277244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7019349813237352,-1.1801128186703587,-0.7906163300883938,-0.8298808786896321,3.0107405915458955e-05,-0.01326779992722074,0.8125272720599672,0.12695607428742336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
